sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/osmaps/scripts/getClientHasAuthorisation.php,400,1755,223,5309,1291.6474002969035,0.0,0.5783506019183889,0.30950793930788784,548.0
/osmaps/scripts/requestPOICategories.php,400,586,38,3535,547.0224340920581,0.0025,0.5782561240937643,0.7035397745343231,1245.8575
Login,400,6976,0,14165,3007.2210086722926,0.005,0.5702335248842783,0.6405632544011336,1150.295
DiscoverRoutes,400,1615,444,5118,940.6042616185621,0.0,0.5712588259488609,6.331818322198547,11349.99
TOTAL,1600,2733,0,14165,3029.6549123182303,0.001875,2.277965947256546,7.949602016658338,3573.535625
