sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Login,23,3047,2152,10833,1770.9971623241813,0.043478260869565216,0.3181937661690854,0.38089490699749595,1225.7826086956522
TOTAL,23,3047,2152,10833,1770.9971623241813,0.043478260869565216,0.3181937661690854,0.38089490699749595,1225.7826086956522
