sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
PrintCustomTrail25K,1,15273,15273,15273,0.0,0.0,0.06547502127938193,318.0472177208145,4974116.0
TOTAL,1,15273,15273,15273,0.0,0.0,0.06547502127938193,318.0472177208145,4974116.0
