sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/shop/infinitescroll/ajax/category/,20,1471,1168,1677,164.19374988104727,0.0,11.869436201780417,34.04291079376854,2936.95
/shop/map-bundle-lake-district-473.html,20,2665,2639,2716,18.142215961689907,0.0,7.267441860465116,110.4590837345567,15563.95
/shop/turpentine/esi/getBlock/method/ajax/access/private/ttl/0/hmac/a47f65c3b3c794851b3e72ebb6b48bca8adb20a363381c83a58c8e8b0a9f1e2f/data/Rsb6s1N8sX1ZgFoaCheGBJrStbOzfvMV4aLAhcbAX7uiFqZ7rZViFhNRfWEvdxxTIVR0BqS3hcPymYHT4QZBLh8hDGa06VARg2YN8B.JGMSGYYtN2HmhhBc0sIOvr8ibX6xZXmcimgWm1UpE6ETkOXxDuWBkgsYQpB7AkOaZb0xdNGQuVeokgLSUinCGOOZD9OyXjOWsgAZ1RfAFqXLacPmuayaY8jXZ0ZcQAQ0KyS12ltMmVWHfvLrD-PLobJN6SpP.al.NqMNawF4jAtZfMNgW5BBfGibwflornrnc6EwzWuF3jmI68OEEfihZ55Y3RJVztMSPU8a4YZmkvfFFMj4aNHtwfNeX0qY7e0Ah-Eu8TcBGJxbCWQ==/date/1423136189726,20,947,874,1043,41.48647369926666,0.0,17.809439002671414,32.47439893143366,1867.2
"/shop/checkout/cart/add/uenc/aHR0cHM6Ly93d3cub3JkbmFuY2VzdXJ2ZXlpdGUuY28udWsvc2hvcC9tYXAtYnVuZGxlLWxha2UtZGlzdHJpY3QtNDczLmh0bWw_X19fU0lEPVU,/product/148/",20,838,770,888,27.55698640998238,0.0,21.03049421661409,24.316508937960045,1184.0
/shop/os-maps.html,20,213,90,1368,275.405242324833,0.0,13.289036544850498,169.16268687707642,13035.0
/shop/turpentine/esi/getBlock/method/ajax/access/private/ttl/0/hmac/a47f65c3b3c794851b3e72ebb6b48bca8adb20a363381c83a58c8e8b0a9f1e2f/data/Rsb6s1N8sX1ZgFoaCheGBJrStbOzfvMV4aLAhcbAX7uiFqZ7rZViFhNRfWEvdxxTIVR0BqS3hcPymYHT4QZBLh8hDGa06VARg2YN8B.JGMSGYYtN2HmhhBc0sIOvr8ibX6xZXmcimgWm1UpE6ETkOXxDuWBkgsYQpB7AkOaZb0xdNGQuVeokgLSUinCGOOZD9OyXjOWsgAZ1RfAFqXLacPmuayaY8jXZ0ZcQAQ0KyS12ltMmVWHfvLrD-PLobJN6SpP.al.NqMNawF4jAtZfMNgW5BBfGibwflornrnc6EwzWuF3jmI68OEEfihZ55Y3RJVztMSPU8a4YZmkvfFFMj4aNHtwfNeX0qY7e0Ah-Eu8TcBGJxbCWQ==/date/1423136198410,20,1002,947,1099,34.86387815490565,0.0,7.968127490039841,14.998599352589643,1927.5
"/shop/checkout/cart/add/uenc/aHR0cDovL3d3dy5vcmRuYW5jZXN1cnZleS5jby51ay9zaG9wL29zLWdldGFtYXAuaHRtbA,,/product/12/",20,3195,2519,3394,187.0322432095614,0.0,4.9504950495049505,56.454497988861384,11677.5
/shop/checkout/cart/updatePost/,20,2673,2566,2897,69.4344835078428,0.0,5.795421616922631,64.16109008258476,11336.7
/shop/checkout/onepage/,20,2229,1702,4679,814.0606795565052,0.0,4.150238638721726,137.3933664271633,33899.45
TOTAL,860,781,22,5075,998.354352409294,0.0,23.322033898305087,120.33095868644068,5283.368604651163
