sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Subscriber:UserRegistration,10,4704,4443,5102,217.41906540135975,0.0,0.7393168712110011,0.2970985278352802,411.5
TOTAL,10,4704,4443,5102,217.41906540135975,0.0,0.7393168712110011,0.2970985278352802,411.5
