sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Login,100,1734,1087,9213,1151.9505709447778,0.0,8.340979230961715,8.51203446909667,1045.0
TOTAL,100,1734,1087,9213,1151.9505709447778,0.0,8.340979230961715,8.51203446909667,1045.0
